region,date,site,min,species,stage,transect,n_pf,min_start,dist_m,depth_m,fl_cm
Bonaire,9/10/19,Tolo,16,Scarus taeniopterus,IP,1,1,2019-09-10T09:34:00Z,15,15.2,17
Bonaire,9/10/19,Tolo,16,Scarus taeniopterus,IP,1,1,2019-09-10T09:34:00Z,15,15.2,16
Bonaire,9/10/19,Tolo,16,Sparisoma viride,IP,1,1,2019-09-10T09:34:00Z,15,15.2,15
Bonaire,9/10/19,Tolo,16,Sparisoma viride,TP,1,1,2019-09-10T09:34:00Z,15,15.2,31
Bonaire,9/10/19,Tolo,17,Scarus vetula,TP,1,1,2019-09-10T09:34:00Z,15,15.2,25
Bonaire,9/10/19,Tolo,17,Scarus vetula,IP,1,1,2019-09-10T09:34:00Z,15,15.2,27
Bonaire,9/10/19,Tolo,17,Scarus vetula,IP,1,1,2019-09-10T09:34:00Z,15,15.2,26
Bonaire,9/10/19,Tolo,17,Scarus taeniopterus,TP,1,1,2019-09-10T09:34:00Z,15,15.2,25
Bonaire,9/10/19,Tolo,17,Scarus taeniopterus,IP,1,1,2019-09-10T09:34:00Z,15,15.2,21
Bonaire,9/10/19,Tolo,18,Scarus taeniopterus,IP,1,1,2019-09-10T09:34:00Z,12,15.2,17
Bonaire,9/10/19,Tolo,18,Scarus taeniopterus,IP,1,1,2019-09-10T09:34:00Z,12,15.2,16
Bonaire,9/10/19,Tolo,18,Scarus taeniopterus,IP,1,1,2019-09-10T09:34:00Z,12,15.2,15
Bonaire,9/10/19,Tolo,18,Scarus taeniopterus,IP,1,1,2019-09-10T09:34:00Z,12,15.2,15
Bonaire,9/10/19,Tolo,18,Sparisoma aurofrenatum,TP,1,1,2019-09-10T09:34:00Z,12,15.2,23
Bonaire,9/10/19,Tolo,19,Scarus taeniopterus,IP,1,1,2019-09-10T09:34:00Z,15,14.9,15
Bonaire,9/10/19,Tolo,19,Scarus taeniopterus,IP,1,1,2019-09-10T09:34:00Z,15,14.9,16
Bonaire,9/10/19,Tolo,19,Scarus taeniopterus,IP,1,1,2019-09-10T09:34:00Z,15,14.9,15
Bonaire,9/10/19,Tolo,19,Sparisoma viride,IP,1,1,2019-09-10T09:34:00Z,15,14.9,16
Bonaire,9/10/19,Tolo,19,Sparisoma viride,IP,1,1,2019-09-10T09:34:00Z,15,14.9,22
Bonaire,9/10/19,Tolo,19,Sparisoma aurofrenatum,IP,1,1,2019-09-10T09:34:00Z,15,14.9,19
Bonaire,9/10/19,Tolo,19,Sparisoma aurofrenatum,IP,1,1,2019-09-10T09:34:00Z,15,14.9,15
Bonaire,9/10/19,Tolo,19,Scarus taeniopterus,IP,1,1,2019-09-10T09:34:00Z,15,14.9,15
Bonaire,9/10/19,Tolo,20,Sparisoma viride,TP,1,1,2019-09-10T09:34:00Z,13,14.9,34
Bonaire,9/10/19,Tolo,20,Sparisoma aurofrenatum,TP,1,1,2019-09-10T09:34:00Z,13,14.9,22
Bonaire,9/10/19,Tolo,20,Scarus taeniopterus,TP,1,1,2019-09-10T09:34:00Z,13,14.9,20
Bonaire,9/10/19,Tolo,21,Scarus taeniopterus,IP,1,1,2019-09-10T09:34:00Z,15,14.9,18
Bonaire,9/10/19,Tolo,21,Scarus taeniopterus,TP,1,1,2019-09-10T09:34:00Z,15,14.9,23
Bonaire,9/10/19,Tolo,21,Sparisoma chrysopterum,TP,1,1,2019-09-10T09:34:00Z,15,14.9,31
Bonaire,9/10/19,Tolo,21,Scarus vetula,IP,1,1,2019-09-10T09:34:00Z,15,14.9,28
Bonaire,9/10/19,Tolo,21,Sparisoma viride,TP,1,1,2019-09-10T09:34:00Z,15,14.9,33
Bonaire,9/10/19,Tolo,21,Scarus taeniopterus,IP,1,1,2019-09-10T09:34:00Z,15,14.9,15
Bonaire,9/10/19,Tolo,21,Scarus taeniopterus,IP,1,1,2019-09-10T09:34:00Z,15,14.9,16
Bonaire,9/10/19,Tolo,21,Scarus taeniopterus,IP,1,1,2019-09-10T09:34:00Z,15,14.9,17
Bonaire,9/10/19,Tolo,0,Scarus guacamaia,IP,2,1,2019-09-10T10:01:00Z,0,6.1,35
Bonaire,9/10/19,Tolo,0,Scarus guacamaia,IP,2,1,2019-09-10T10:01:00Z,0,6.1,40
Bonaire,9/10/19,Tolo,0,Scarus guacamaia,TP,2,1,2019-09-10T10:01:00Z,0,6.1,70
Bonaire,9/10/19,Tolo,0,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,0,6.1,32
Bonaire,9/10/19,Tolo,0,Sparisoma aurofrenatum,TP,2,1,2019-09-10T10:01:00Z,0,6.1,25
Bonaire,9/10/19,Tolo,0,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,0,6.1,28
Bonaire,9/10/19,Tolo,1,Scarus guacamaia,TP,2,1,2019-09-10T10:01:00Z,7,6.4,110
Bonaire,9/10/19,Tolo,1,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,7,6.4,33
Bonaire,9/10/19,Tolo,1,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,7,6.4,32
Bonaire,9/10/19,Tolo,1,Scarus taeniopterus,TP,2,1,2019-09-10T10:01:00Z,7,6.4,25
Bonaire,9/10/19,Tolo,1,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,7,6.4,27
Bonaire,9/10/19,Tolo,1,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,7,6.4,26
Bonaire,9/10/19,Tolo,2,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,13,6.7,18
Bonaire,9/10/19,Tolo,2,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,13,6.7,16
Bonaire,9/10/19,Tolo,2,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,13,6.7,27
Bonaire,9/10/19,Tolo,2,Scarus taeniopterus,TP,2,1,2019-09-10T10:01:00Z,13,6.7,25
Bonaire,9/10/19,Tolo,2,Sparisoma aurofrenatum,IP,2,1,2019-09-10T10:01:00Z,13,6.7,15
Bonaire,9/10/19,Tolo,2,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,13,6.7,33
Bonaire,9/10/19,Tolo,2,Sparisoma aurofrenatum,TP,2,1,2019-09-10T10:01:00Z,13,6.7,22
Bonaire,9/10/19,Tolo,3,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,16,7,27
Bonaire,9/10/19,Tolo,3,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,16,7,32
Bonaire,9/10/19,Tolo,3,Scarus taeniopterus,TP,2,1,2019-09-10T10:01:00Z,16,7,27
Bonaire,9/10/19,Tolo,3,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,16,7,15
Bonaire,9/10/19,Tolo,3,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,16,7,27
Bonaire,9/10/19,Tolo,3,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,16,7,15
Bonaire,9/10/19,Tolo,4,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,16,7,26
Bonaire,9/10/19,Tolo,4,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,16,7,29
Bonaire,9/10/19,Tolo,4,Sparisoma rubripinne,TP,2,1,2019-09-10T10:01:00Z,16,7,29
Bonaire,9/10/19,Tolo,4,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,16,7,32
Bonaire,9/10/19,Tolo,4,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,16,7,28
Bonaire,9/10/19,Tolo,4,Sparisoma aurofrenatum,TP,2,1,2019-09-10T10:01:00Z,16,7,23
Bonaire,9/10/19,Tolo,5,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,17,7,27
Bonaire,9/10/19,Tolo,5,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,17,7,27
Bonaire,9/10/19,Tolo,5,Sparisoma aurofrenatum,TP,2,1,2019-09-10T10:01:00Z,17,7,22
Bonaire,9/10/19,Tolo,5,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,17,7,17
Bonaire,9/10/19,Tolo,5,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,17,7,20
Bonaire,9/10/19,Tolo,5,Sparisoma aurofrenatum,TP,2,1,2019-09-10T10:01:00Z,17,7,23
Bonaire,9/10/19,Tolo,6,Scarus taeniopterus,TP,2,1,2019-09-10T10:01:00Z,18,7,26
Bonaire,9/10/19,Tolo,6,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,18,7,15
Bonaire,9/10/19,Tolo,6,Sparisoma aurofrenatum,TP,2,1,2019-09-10T10:01:00Z,18,7,25
Bonaire,9/10/19,Tolo,6,Sparisoma viride,TP,2,1,2019-09-10T10:01:00Z,18,7,32
Bonaire,9/10/19,Tolo,6,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,18,7,33
Bonaire,9/10/19,Tolo,6,Scarus taeniopterus,TP,2,1,2019-09-10T10:01:00Z,18,7,27
Bonaire,9/10/19,Tolo,6,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,18,7,18
Bonaire,9/10/19,Tolo,6,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,18,7,15
Bonaire,9/10/19,Tolo,6,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,18,7,17
Bonaire,9/10/19,Tolo,6,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,18,7,26
Bonaire,9/10/19,Tolo,7,Sparisoma viride,TP,2,1,2019-09-10T10:01:00Z,17,6.7,32
Bonaire,9/10/19,Tolo,7,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,17,6.7,27
Bonaire,9/10/19,Tolo,7,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,17,6.7,26
Bonaire,9/10/19,Tolo,7,Sparisoma aurofrenatum,IP,2,1,2019-09-10T10:01:00Z,17,6.7,15
Bonaire,9/10/19,Tolo,7,Sparisoma rubripinne,IP,2,1,2019-09-10T10:01:00Z,17,6.7,28
Bonaire,9/10/19,Tolo,7,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,17,6.7,16
Bonaire,9/10/19,Tolo,7,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,17,6.7,21
Bonaire,9/10/19,Tolo,7,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,17,6.7,25
Bonaire,9/10/19,Tolo,7,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,17,6.7,33
Bonaire,9/10/19,Tolo,7,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,17,6.7,26
Bonaire,9/10/19,Tolo,7,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,17,6.7,15
Bonaire,9/10/19,Tolo,7,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,17,6.7,26
Bonaire,9/10/19,Tolo,8,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,19,6.7,27
Bonaire,9/10/19,Tolo,8,Scarus taeniopterus,TP,2,1,2019-09-10T10:01:00Z,19,6.7,25
Bonaire,9/10/19,Tolo,8,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,19,6.7,33
Bonaire,9/10/19,Tolo,8,Sparisoma aurofrenatum,IP,2,1,2019-09-10T10:01:00Z,19,6.7,15
Bonaire,9/10/19,Tolo,8,Scarus taeniopterus,TP,2,1,2019-09-10T10:01:00Z,19,6.7,25
Bonaire,9/10/19,Tolo,8,Scarus taeniopterus,TP,2,1,2019-09-10T10:01:00Z,19,6.7,24
Bonaire,9/10/19,Tolo,8,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,19,6.7,16
Bonaire,9/10/19,Tolo,8,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,19,6.7,15
Bonaire,9/10/19,Tolo,8,Sparisoma aurofrenatum,IP,2,1,2019-09-10T10:01:00Z,19,6.7,15
Bonaire,9/10/19,Tolo,8,Scarus taeniopterus,TP,2,1,2019-09-10T10:01:00Z,19,6.7,27
Bonaire,9/10/19,Tolo,9,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,17,6.7,16
Bonaire,9/10/19,Tolo,9,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,17,6.7,25
Bonaire,9/10/19,Tolo,9,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,17,6.7,16
Bonaire,9/10/19,Tolo,9,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,17,6.7,26
Bonaire,9/10/19,Tolo,9,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,17,6.7,33
Bonaire,9/10/19,Tolo,9,Sparisoma viride,TP,2,1,2019-09-10T10:01:00Z,17,6.7,31
Bonaire,9/10/19,Tolo,9,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,17,6.7,26
Bonaire,9/10/19,Tolo,9,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,17,6.7,27
Bonaire,9/10/19,Tolo,10,Sparisoma aurofrenatum,IP,2,1,2019-09-10T10:01:00Z,20,6.7,15
Bonaire,9/10/19,Tolo,10,Sparisoma viride,TP,2,1,2019-09-10T10:01:00Z,20,6.7,32
Bonaire,9/10/19,Tolo,10,Scarus iseri,TP,2,1,2019-09-10T10:01:00Z,20,6.7,27
Bonaire,9/10/19,Tolo,10,Sparisoma chrysopterum,TP,2,1,2019-09-10T10:01:00Z,20,6.7,27
Bonaire,9/10/19,Tolo,10,Scarus taeniopterus,TP,2,1,2019-09-10T10:01:00Z,20,6.7,25
Bonaire,9/10/19,Tolo,10,Sparisoma aurofrenatum,IP,2,1,2019-09-10T10:01:00Z,20,6.7,15
Bonaire,9/10/19,Tolo,10,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,20,6.7,15
Bonaire,9/10/19,Tolo,11,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,18,6.7,15
Bonaire,9/10/19,Tolo,11,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,18,6.7,15
Bonaire,9/10/19,Tolo,11,Sparisoma viride,TP,2,1,2019-09-10T10:01:00Z,18,6.7,32
Bonaire,9/10/19,Tolo,11,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,18,6.7,32
Bonaire,9/10/19,Tolo,11,Scarus taeniopterus,TP,2,1,2019-09-10T10:01:00Z,18,6.7,27
Bonaire,9/10/19,Tolo,11,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,18,6.7,28
Bonaire,9/10/19,Tolo,11,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,18,6.7,32
Bonaire,9/10/19,Tolo,11,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,18,6.7,24
Bonaire,9/10/19,Tolo,12,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,16,6.7,26
Bonaire,9/10/19,Tolo,12,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,16,6.7,28
Bonaire,9/10/19,Tolo,12,Sparisoma aurofrenatum,TP,2,1,2019-09-10T10:01:00Z,16,6.7,25
Bonaire,9/10/19,Tolo,12,Scarus taeniopterus,TP,2,1,2019-09-10T10:01:00Z,16,6.7,25
Bonaire,9/10/19,Tolo,12,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,16,6.7,29
Bonaire,9/10/19,Tolo,12,Scarus taeniopterus,TP,2,1,2019-09-10T10:01:00Z,16,6.7,24
Bonaire,9/10/19,Tolo,12,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,16,6.7,26
Bonaire,9/10/19,Tolo,12,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,16,6.7,29
Bonaire,9/10/19,Tolo,12,Scarus taeniopterus,TP,2,1,2019-09-10T10:01:00Z,16,6.7,26
Bonaire,9/10/19,Tolo,13,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,19,7,15
Bonaire,9/10/19,Tolo,13,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,19,7,15
Bonaire,9/10/19,Tolo,13,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,19,7,16
Bonaire,9/10/19,Tolo,13,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,19,7,15
Bonaire,9/10/19,Tolo,13,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,19,7,16
Bonaire,9/10/19,Tolo,13,Scarus taeniopterus,TP,2,1,2019-09-10T10:01:00Z,19,7,25
Bonaire,9/10/19,Tolo,13,Scarus taeniopterus,TP,2,1,2019-09-10T10:01:00Z,19,7,24
Bonaire,9/10/19,Tolo,13,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,19,7,28
Bonaire,9/10/19,Tolo,13,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,19,7,19
Bonaire,9/10/19,Tolo,13,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,19,7,15
Bonaire,9/10/19,Tolo,14,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,18,7,15
Bonaire,9/10/19,Tolo,14,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,18,7,27
Bonaire,9/10/19,Tolo,14,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,18,7,29
Bonaire,9/10/19,Tolo,14,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,18,7,16
Bonaire,9/10/19,Tolo,14,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,18,7,26
Bonaire,9/10/19,Tolo,14,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,18,7,27
Bonaire,9/10/19,Tolo,14,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,18,7,33
Bonaire,9/10/19,Tolo,15,Sparisoma rubripinne,TP,2,1,2019-09-10T10:01:00Z,20,6.7,27
Bonaire,9/10/19,Tolo,15,Sparisoma aurofrenatum,IP,2,1,2019-09-10T10:01:00Z,20,6.7,15
Bonaire,9/10/19,Tolo,15,Sparisoma viride,TP,2,1,2019-09-10T10:01:00Z,20,6.7,31
Bonaire,9/10/19,Tolo,15,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,20,6.7,25
Bonaire,9/10/19,Tolo,15,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,20,6.7,26
Bonaire,9/10/19,Tolo,15,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,20,6.7,15
Bonaire,9/10/19,Tolo,16,Sparisoma viride,TP,2,1,2019-09-10T10:01:00Z,19,6.7,32
Bonaire,9/10/19,Tolo,16,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,19,6.7,28
Bonaire,9/10/19,Tolo,16,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,19,6.7,31
Bonaire,9/10/19,Tolo,16,Sparisoma aurofrenatum,TP,2,1,2019-09-10T10:01:00Z,19,6.7,23
Bonaire,9/10/19,Tolo,16,Sparisoma viride,TP,2,1,2019-09-10T10:01:00Z,19,6.7,31
Bonaire,9/10/19,Tolo,17,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,17,6.7,33
Bonaire,9/10/19,Tolo,17,Sparisoma chrysopterum,IP,2,1,2019-09-10T10:01:00Z,17,6.7,28
Bonaire,9/10/19,Tolo,17,Scarus taeniopterus,TP,2,1,2019-09-10T10:01:00Z,17,6.7,26
Bonaire,9/10/19,Tolo,17,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,17,6.7,28
Bonaire,9/10/19,Tolo,17,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,17,6.7,26
Bonaire,9/10/19,Tolo,17,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,17,6.7,27
Bonaire,9/10/19,Tolo,17,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,17,6.7,25
Bonaire,9/10/19,Tolo,18,Scarus iseri,IP,2,1,2019-09-10T10:01:00Z,17,6.7,17
Bonaire,9/10/19,Tolo,18,Scarus iseri,IP,2,1,2019-09-10T10:01:00Z,17,6.7,15
Bonaire,9/10/19,Tolo,18,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,17,6.7,27
Bonaire,9/10/19,Tolo,18,Scarus taeniopterus,TP,2,1,2019-09-10T10:01:00Z,17,6.7,25
Bonaire,9/10/19,Tolo,18,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,17,6.7,17
Bonaire,9/10/19,Tolo,18,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,17,6.7,22
Bonaire,9/10/19,Tolo,18,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,17,6.7,25
Bonaire,9/10/19,Tolo,18,Sparisoma rubripinne,IP,2,1,2019-09-10T10:01:00Z,17,6.7,27
Bonaire,9/10/19,Tolo,18,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,17,6.7,20
Bonaire,9/10/19,Tolo,19,Sparisoma viride,TP,2,1,2019-09-10T10:01:00Z,19,6.1,32
Bonaire,9/10/19,Tolo,19,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,19,6.1,26
Bonaire,9/10/19,Tolo,19,Sparisoma aurofrenatum,IP,2,1,2019-09-10T10:01:00Z,19,6.1,17
Bonaire,9/10/19,Tolo,19,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,19,6.1,33
Bonaire,9/10/19,Tolo,19,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,19,6.1,16
Bonaire,9/10/19,Tolo,19,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,19,6.1,31
Bonaire,9/10/19,Tolo,20,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,17,6.1,29
Bonaire,9/10/19,Tolo,20,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,17,6.1,27
Bonaire,9/10/19,Tolo,20,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,17,6.1,15
Bonaire,9/10/19,Tolo,20,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,17,6.1,15
Bonaire,9/10/19,Tolo,20,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,17,6.1,29
Bonaire,9/10/19,Tolo,20,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,17,6.1,27
Bonaire,9/10/19,Tolo,20,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,17,6.1,31
Bonaire,9/10/19,Tolo,21,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,15,6.1,28
Bonaire,9/10/19,Tolo,21,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,15,6.1,26
Bonaire,9/10/19,Tolo,21,Sparisoma aurofrenatum,IP,2,1,2019-09-10T10:01:00Z,15,6.1,15
Bonaire,9/10/19,Tolo,21,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,15,6.1,27
Bonaire,9/10/19,Tolo,21,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,15,6.1,31
Bonaire,9/10/19,Tolo,21,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,15,6.1,15
Bonaire,9/10/19,Tolo,21,Sparisoma aurofrenatum,TP,2,1,2019-09-10T10:01:00Z,15,6.1,23
Bonaire,9/10/19,Tolo,21,Sparisoma chrysopterum,TP,2,1,2019-09-10T10:01:00Z,15,6.1,30
Bonaire,9/10/19,Tolo,22,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,16,5.8,28
Bonaire,9/10/19,Tolo,22,Sparisoma viride,TP,2,1,2019-09-10T10:01:00Z,16,5.8,32
Bonaire,9/10/19,Tolo,22,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,16,5.8,15
Bonaire,9/10/19,Tolo,22,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,16,5.8,15
Bonaire,9/10/19,Tolo,22,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,16,5.8,26
Bonaire,9/10/19,Tolo,22,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,16,5.8,15
Bonaire,9/10/19,Tolo,22,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,16,5.8,26
Bonaire,9/10/19,Tolo,22,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,16,5.8,27
Bonaire,9/10/19,Tolo,23,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,13,5.8,27
Bonaire,9/10/19,Tolo,23,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,13,5.8,26
Bonaire,9/10/19,Tolo,23,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,13,5.8,25
Bonaire,9/10/19,Tolo,23,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,13,5.8,29
Bonaire,9/10/19,Tolo,23,Scarus taeniopterus,TP,2,1,2019-09-10T10:01:00Z,13,5.8,26
Bonaire,9/10/19,Tolo,23,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,13,5.8,25
Bonaire,9/10/19,Tolo,23,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,13,5.8,26
Bonaire,9/10/19,Tolo,23,Sparisoma aurofrenatum,TP,2,1,2019-09-10T10:01:00Z,13,5.8,24
Bonaire,9/10/19,Tolo,24,Scarus vetula,TP,2,1,2019-09-10T10:01:00Z,15,5.8,31
Bonaire,9/10/19,Tolo,24,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,15,5.8,15
Bonaire,9/10/19,Tolo,24,Scarus taeniopterus,TP,2,1,2019-09-10T10:01:00Z,15,5.8,26
Bonaire,9/10/19,Tolo,24,Scarus vetula,IP,2,1,2019-09-10T10:01:00Z,15,5.8,27
Bonaire,9/10/19,Tolo,24,Sparisoma aurofrenatum,IP,2,1,2019-09-10T10:01:00Z,15,5.8,16
Bonaire,9/10/19,Tolo,24,Scarus taeniopterus,IP,2,1,2019-09-10T10:01:00Z,15,5.8,15
Bonaire,9/10/19,Tolo,24,Sparisoma viride,IP,2,1,2019-09-10T10:01:00Z,15,5.8,16
Bonaire,9/11/19,Tolo,0,Scarus taeniopterus,IP,3,1,2019-09-11T09:14:00Z,0,14.3,15
Bonaire,9/11/19,Tolo,1,Sparisoma aurofrenatum,TP,3,1,2019-09-11T09:14:00Z,16,14.6,24
Bonaire,9/11/19,Tolo,1,Sparisoma aurofrenatum,TP,3,1,2019-09-11T09:14:00Z,16,14.6,26
Bonaire,9/11/19,Tolo,1,Scarus vetula,IP,3,1,2019-09-11T09:14:00Z,16,14.6,27
Bonaire,9/11/19,Tolo,1,Scarus iseri,IP,3,1,2019-09-11T09:14:00Z,16,14.6,16
Bonaire,9/11/19,Tolo,1,Scarus taeniopterus,TP,3,1,2019-09-11T09:14:00Z,16,14.6,26
Bonaire,9/11/19,Tolo,1,Scarus taeniopterus,TP,3,1,2019-09-11T09:14:00Z,16,14.6,25
Bonaire,9/11/19,Tolo,2,Scarus taeniopterus,IP,3,1,2019-09-11T09:14:00Z,17,14.6,15
Bonaire,9/11/19,Tolo,2,Scarus taeniopterus,IP,3,1,2019-09-11T09:14:00Z,17,14.6,15
Bonaire,9/11/19,Tolo,2,Scarus taeniopterus,IP,3,1,2019-09-11T09:14:00Z,17,14.6,15
Bonaire,9/11/19,Tolo,2,Scarus taeniopterus,IP,3,1,2019-09-11T09:14:00Z,17,14.6,15
Bonaire,9/11/19,Tolo,2,Sparisoma viride,TP,3,1,2019-09-11T09:14:00Z,17,14.6,32
Bonaire,9/11/19,Tolo,2,Sparisoma viride,IP,3,1,2019-09-11T09:14:00Z,17,14.6,25
Bonaire,9/11/19,Tolo,2,Sparisoma viride,IP,3,1,2019-09-11T09:14:00Z,17,14.6,20
Bonaire,9/11/19,Tolo,2,Scarus taeniopterus,IP,3,1,2019-09-11T09:14:00Z,17,14.6,15
