region,date,site,min,species,stage,transect,n_pf,min_start,dist_m,depth_m,fl_cm
St. Croix,7/12/18,BIRNM Lagoon,8,Scarus vetula,IP,1,1,2018-07-12T16:00:00Z,17,1.5,26
St. Croix,7/12/18,BIRNM Lagoon,8,Scarus vetula,IP,1,1,2018-07-12T16:00:00Z,17,1.5,18
St. Croix,7/12/18,BIRNM Lagoon,9,Scarus iseri,IP,1,1,2018-07-12T16:00:00Z,16,1.5,16
St. Croix,7/12/18,BIRNM Lagoon,9,Scarus vetula,IP,1,1,2018-07-12T16:00:00Z,16,1.5,26
St. Croix,7/12/18,BIRNM Lagoon,9,Scarus vetula,IP,1,1,2018-07-12T16:00:00Z,16,1.5,23
St. Croix,7/12/18,BIRNM Lagoon,9,Scarus vetula,TP,1,1,2018-07-12T16:00:00Z,16,1.5,26
St. Croix,7/12/18,BIRNM Lagoon,9,Scarus vetula,TP,1,1,2018-07-12T16:00:00Z,16,1.5,28
St. Croix,7/12/18,BIRNM Lagoon,9,Sparisoma viride,TP,1,1,2018-07-12T16:00:00Z,16,1.5,30
St. Croix,7/12/18,BIRNM Lagoon,9,Sparisoma viride,TP,1,1,2018-07-12T16:00:00Z,16,1.5,32
St. Croix,7/12/18,BIRNM Lagoon,9,Sparisoma viride,TP,1,1,2018-07-12T16:00:00Z,16,1.5,29
St. Croix,7/12/18,BIRNM Lagoon,10,Sparisoma viride,IP,1,1,2018-07-12T16:00:00Z,18,1.5,28
St. Croix,7/12/18,BIRNM Lagoon,10,Sparisoma viride,IP,1,1,2018-07-12T16:00:00Z,18,1.5,29
St. Croix,7/12/18,BIRNM Lagoon,10,Sparisoma viride,IP,1,1,2018-07-12T16:00:00Z,18,1.5,30
St. Croix,7/12/18,BIRNM Lagoon,10,Sparisoma viride,IP,1,1,2018-07-12T16:00:00Z,18,1.5,26
St. Croix,7/12/18,BIRNM Lagoon,10,Sparisoma viride,IP,1,1,2018-07-12T16:00:00Z,18,1.5,28
St. Croix,7/12/18,BIRNM Lagoon,10,Sparisoma viride,IP,1,1,2018-07-12T16:00:00Z,18,1.5,24
St. Croix,7/12/18,BIRNM Lagoon,10,Scarus vetula,TP,1,1,2018-07-12T16:00:00Z,18,1.5,28
St. Croix,7/12/18,BIRNM Lagoon,10,Scarus vetula,TP,1,1,2018-07-12T16:00:00Z,18,1.5,31
St. Croix,7/12/18,BIRNM Lagoon,11,Scarus vetula,TP,1,1,2018-07-12T16:00:00Z,15,1.5,30
St. Croix,7/12/18,BIRNM Lagoon,11,Scarus vetula,TP,1,1,2018-07-12T16:00:00Z,15,1.5,28
St. Croix,7/12/18,BIRNM Lagoon,11,Scarus vetula,IP,1,1,2018-07-12T16:00:00Z,15,1.5,26
St. Croix,7/12/18,BIRNM Lagoon,11,Scarus vetula,IP,1,1,2018-07-12T16:00:00Z,15,1.5,24
St. Croix,7/12/18,BIRNM Lagoon,11,Scarus vetula,IP,1,1,2018-07-12T16:00:00Z,15,1.5,22
St. Croix,7/12/18,BIRNM Lagoon,11,Sparisoma viride,IP,1,1,2018-07-12T16:00:00Z,15,1.5,27
St. Croix,7/12/18,BIRNM Lagoon,11,Sparisoma viride,IP,1,1,2018-07-12T16:00:00Z,15,1.5,24
St. Croix,7/12/18,BIRNM Lagoon,11,Sparisoma viride,IP,1,1,2018-07-12T16:00:00Z,15,1.5,29
St. Croix,7/12/18,BIRNM Lagoon,11,Scarus vetula,IP,1,1,2018-07-12T16:00:00Z,15,1.5,26
St. Croix,7/12/18,BIRNM Lagoon,11,Scarus vetula,IP,1,1,2018-07-12T16:00:00Z,15,1.5,27
St. Croix,7/12/18,BIRNM Lagoon,12,Sparisoma aurofrenatum,TP,1,1,2018-07-12T16:00:00Z,16,1.5,23
St. Croix,7/12/18,BIRNM Lagoon,12,Scarus vetula,IP,1,1,2018-07-12T16:00:00Z,16,1.5,25
St. Croix,7/12/18,BIRNM Lagoon,12,Scarus vetula,TP,1,1,2018-07-12T16:00:00Z,16,1.5,27
St. Croix,7/12/18,BIRNM Lagoon,12,Scarus vetula,TP,1,1,2018-07-12T16:00:00Z,16,1.5,29
St. Croix,7/12/18,BIRNM Lagoon,12,Sparisoma viride,IP,1,1,2018-07-12T16:00:00Z,16,1.5,26
St. Croix,7/12/18,BIRNM Lagoon,12,Sparisoma viride,IP,1,1,2018-07-12T16:00:00Z,16,1.5,26
St. Croix,7/12/18,BIRNM Lagoon,12,Sparisoma viride,IP,1,1,2018-07-12T16:00:00Z,16,1.5,27
St. Croix,7/12/18,BIRNM Lagoon,12,Sparisoma viride,IP,1,1,2018-07-12T16:00:00Z,16,1.5,28
St. Croix,7/12/18,BIRNM Lagoon,12,Scarus vetula,IP,1,1,2018-07-12T16:00:00Z,16,1.5,26
St. Croix,7/12/18,BIRNM Lagoon,12,Scarus vetula,IP,1,1,2018-07-12T16:00:00Z,16,1.5,24
St. Croix,7/12/18,BIRNM Lagoon,13,Scarus vetula,TP,1,1,2018-07-12T16:00:00Z,12,1.5,28
St. Croix,7/12/18,BIRNM Lagoon,13,Scarus vetula,IP,1,1,2018-07-12T16:00:00Z,12,1.5,25
St. Croix,7/12/18,BIRNM Lagoon,13,Scarus vetula,IP,1,1,2018-07-12T16:00:00Z,12,1.5,26
St. Croix,7/12/18,BIRNM Lagoon,13,Sparisoma viride,IP,1,1,2018-07-12T16:00:00Z,12,1.5,30
St. Croix,7/12/18,BIRNM Lagoon,13,Sparisoma viride,IP,1,1,2018-07-12T16:00:00Z,12,1.5,28
St. Croix,7/12/18,BIRNM Lagoon,13,Scarus vetula,IP,1,1,2018-07-12T16:00:00Z,12,1.5,27
St. Croix,7/12/18,BIRNM Lagoon,13,Sparisoma viride,IP,1,1,2018-07-12T16:00:00Z,12,1.5,27
St. Croix,7/12/18,BIRNM Lagoon,14,Scarus vetula,IP,1,1,2018-07-12T16:00:00Z,16,1.5,20
St. Croix,7/12/18,BIRNM Lagoon,14,Scarus vetula,IP,1,1,2018-07-12T16:00:00Z,16,1.5,22
St. Croix,7/12/18,BIRNM Lagoon,14,Scarus vetula,IP,1,1,2018-07-12T16:00:00Z,16,1.5,23
St. Croix,7/12/18,BIRNM Lagoon,14,Scarus vetula,IP,1,1,2018-07-12T16:00:00Z,16,1.5,27
St. Croix,7/12/18,BIRNM Lagoon,14,Scarus vetula,TP,1,1,2018-07-12T16:00:00Z,16,1.5,29
St. Croix,7/12/18,BIRNM Lagoon,14,Scarus vetula,IP,1,1,2018-07-12T16:00:00Z,16,1.5,21
St. Croix,7/12/18,BIRNM Lagoon,0,Scarus iseri,IP,2,1,2018-07-12T16:28:00Z,0,3,16
St. Croix,7/12/18,BIRNM Lagoon,0,Sparisoma chrysopterum,IP,2,1,2018-07-12T16:28:00Z,0,3,26
St. Croix,7/12/18,BIRNM Lagoon,0,Sparisoma aurofrenatum,TP,2,1,2018-07-12T16:28:00Z,0,3,24
St. Croix,7/12/18,BIRNM Lagoon,0,Sparisoma viride,TP,2,1,2018-07-12T16:28:00Z,0,3,24
St. Croix,7/12/18,BIRNM Lagoon,0,Sparisoma aurofrenatum,IP,2,1,2018-07-12T16:28:00Z,0,3,20
St. Croix,7/12/18,BIRNM Lagoon,0,Scarus iseri,IP,2,1,2018-07-12T16:28:00Z,0,3,17
St. Croix,7/12/18,BIRNM Lagoon,1,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,20,3,21
St. Croix,7/12/18,BIRNM Lagoon,1,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,20,3,26
St. Croix,7/12/18,BIRNM Lagoon,1,Sparisoma aurofrenatum,IP,2,1,2018-07-12T16:28:00Z,20,3,24
St. Croix,7/12/18,BIRNM Lagoon,1,Sparisoma aurofrenatum,IP,2,1,2018-07-12T16:28:00Z,20,3,18
St. Croix,7/12/18,BIRNM Lagoon,1,Sparisoma viride,TP,2,1,2018-07-12T16:28:00Z,20,3,28
St. Croix,7/12/18,BIRNM Lagoon,1,Sparisoma viride,TP,2,1,2018-07-12T16:28:00Z,20,3,30
St. Croix,7/12/18,BIRNM Lagoon,2,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,21,3,23
St. Croix,7/12/18,BIRNM Lagoon,2,Scarus vetula,TP,2,1,2018-07-12T16:28:00Z,21,3,27
St. Croix,7/12/18,BIRNM Lagoon,2,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,21,3,26
St. Croix,7/12/18,BIRNM Lagoon,2,Sparisoma aurofrenatum,IP,2,1,2018-07-12T16:28:00Z,21,3,23
St. Croix,7/12/18,BIRNM Lagoon,2,Sparisoma viride,TP,2,1,2018-07-12T16:28:00Z,21,3,28
St. Croix,7/12/18,BIRNM Lagoon,2,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,21,3,26
St. Croix,7/12/18,BIRNM Lagoon,2,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,21,3,28
St. Croix,7/12/18,BIRNM Lagoon,2,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,21,3,21
St. Croix,7/12/18,BIRNM Lagoon,3,Sparisoma aurofrenatum,TP,2,1,2018-07-12T16:28:00Z,20,2.4,23
St. Croix,7/12/18,BIRNM Lagoon,3,Scarus iseri,IP,2,1,2018-07-12T16:28:00Z,20,2.4,15
St. Croix,7/12/18,BIRNM Lagoon,3,Sparisoma viride,TP,2,1,2018-07-12T16:28:00Z,20,2.4,30
St. Croix,7/12/18,BIRNM Lagoon,3,Sparisoma viride,IP,2,1,2018-07-12T16:28:00Z,20,2.4,27
St. Croix,7/12/18,BIRNM Lagoon,3,Scarus vetula,TP,2,1,2018-07-12T16:28:00Z,20,2.4,30
St. Croix,7/12/18,BIRNM Lagoon,3,Sparisoma viride,TP,2,1,2018-07-12T16:28:00Z,20,2.4,32
St. Croix,7/12/18,BIRNM Lagoon,3,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,20,2.4,25
St. Croix,7/12/18,BIRNM Lagoon,4,Sparisoma chrysopterum,IP,2,1,2018-07-12T16:28:00Z,20,2.4,27
St. Croix,7/12/18,BIRNM Lagoon,4,Sparisoma chrysopterum,IP,2,1,2018-07-12T16:28:00Z,20,2.4,27
St. Croix,7/12/18,BIRNM Lagoon,4,Sparisoma aurofrenatum,IP,2,1,2018-07-12T16:28:00Z,20,2.4,25
St. Croix,7/12/18,BIRNM Lagoon,4,Sparisoma chrysopterum,IP,2,1,2018-07-12T16:28:00Z,20,2.4,24
St. Croix,7/12/18,BIRNM Lagoon,5,Scarus vetula,TP,2,1,2018-07-12T16:28:00Z,17,2.4,30
St. Croix,7/12/18,BIRNM Lagoon,5,Sparisoma viride,IP,2,1,2018-07-12T16:28:00Z,17,2.4,25
St. Croix,7/12/18,BIRNM Lagoon,5,Sparisoma chrysopterum,TP,2,1,2018-07-12T16:28:00Z,17,2.4,26
St. Croix,7/12/18,BIRNM Lagoon,5,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,17,2.4,25
St. Croix,7/12/18,BIRNM Lagoon,5,Sparisoma aurofrenatum,IP,2,1,2018-07-12T16:28:00Z,17,2.4,24
St. Croix,7/12/18,BIRNM Lagoon,5,Sparisoma chrysopterum,IP,2,1,2018-07-12T16:28:00Z,17,2.4,28
St. Croix,7/12/18,BIRNM Lagoon,5,Sparisoma chrysopterum,IP,2,1,2018-07-12T16:28:00Z,17,2.4,26
St. Croix,7/12/18,BIRNM Lagoon,5,Sparisoma chrysopterum,TP,2,1,2018-07-12T16:28:00Z,17,2.4,26
St. Croix,7/12/18,BIRNM Lagoon,6,Sparisoma aurofrenatum,TP,2,1,2018-07-12T16:28:00Z,14,1.8,27
St. Croix,7/12/18,BIRNM Lagoon,6,Sparisoma viride,IP,2,1,2018-07-12T16:28:00Z,14,1.8,25
St. Croix,7/12/18,BIRNM Lagoon,6,Sparisoma chrysopterum,IP,2,1,2018-07-12T16:28:00Z,14,1.8,27
St. Croix,7/12/18,BIRNM Lagoon,6,Sparisoma aurofrenatum,IP,2,1,2018-07-12T16:28:00Z,14,1.8,22
St. Croix,7/12/18,BIRNM Lagoon,6,Scarus vetula,TP,2,1,2018-07-12T16:28:00Z,14,1.8,28
St. Croix,7/12/18,BIRNM Lagoon,6,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,14,1.8,26
St. Croix,7/12/18,BIRNM Lagoon,7,Sparisoma viride,IP,2,1,2018-07-12T16:28:00Z,5,1.8,30
St. Croix,7/12/18,BIRNM Lagoon,7,Sparisoma viride,IP,2,1,2018-07-12T16:28:00Z,5,1.8,23
St. Croix,7/12/18,BIRNM Lagoon,7,Sparisoma viride,IP,2,1,2018-07-12T16:28:00Z,5,1.8,17
St. Croix,7/12/18,BIRNM Lagoon,7,Sparisoma aurofrenatum,IP,2,1,2018-07-12T16:28:00Z,5,1.8,23
St. Croix,7/12/18,BIRNM Lagoon,7,Sparisoma chrysopterum,IP,2,1,2018-07-12T16:28:00Z,5,1.8,25
St. Croix,7/12/18,BIRNM Lagoon,7,Sparisoma aurofrenatum,IP,2,1,2018-07-12T16:28:00Z,5,1.8,24
St. Croix,7/12/18,BIRNM Lagoon,7,Sparisoma aurofrenatum,IP,2,1,2018-07-12T16:28:00Z,5,1.8,23
St. Croix,7/12/18,BIRNM Lagoon,7,Scarus vetula,TP,2,1,2018-07-12T16:28:00Z,5,1.8,28
St. Croix,7/12/18,BIRNM Lagoon,7,Sparisoma chrysopterum,TP,2,1,2018-07-12T16:28:00Z,5,1.8,28
St. Croix,7/12/18,BIRNM Lagoon,8,Sparisoma viride,IP,2,1,2018-07-12T16:28:00Z,9,1.5,24
St. Croix,7/12/18,BIRNM Lagoon,8,Sparisoma viride,IP,2,1,2018-07-12T16:28:00Z,9,1.5,26
St. Croix,7/12/18,BIRNM Lagoon,8,Sparisoma viride,IP,2,1,2018-07-12T16:28:00Z,9,1.5,29
St. Croix,7/12/18,BIRNM Lagoon,8,Scarus vetula,TP,2,1,2018-07-12T16:28:00Z,9,1.5,29
St. Croix,7/12/18,BIRNM Lagoon,8,Sparisoma viride,IP,2,1,2018-07-12T16:28:00Z,9,1.5,26
St. Croix,7/12/18,BIRNM Lagoon,8,Sparisoma viride,IP,2,1,2018-07-12T16:28:00Z,9,1.5,20
St. Croix,7/12/18,BIRNM Lagoon,8,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,9,1.5,26
St. Croix,7/12/18,BIRNM Lagoon,8,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,9,1.5,25
St. Croix,7/12/18,BIRNM Lagoon,8,Sparisoma aurofrenatum,IP,2,1,2018-07-12T16:28:00Z,9,1.5,20
St. Croix,7/12/18,BIRNM Lagoon,8,Sparisoma aurofrenatum,TP,2,1,2018-07-12T16:28:00Z,9,1.5,22
St. Croix,7/12/18,BIRNM Lagoon,9,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,8,1.5,26
St. Croix,7/12/18,BIRNM Lagoon,9,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,8,1.5,28
St. Croix,7/12/18,BIRNM Lagoon,9,Scarus vetula,TP,2,1,2018-07-12T16:28:00Z,8,1.5,29
St. Croix,7/12/18,BIRNM Lagoon,9,Sparisoma viride,IP,2,1,2018-07-12T16:28:00Z,8,1.5,25
St. Croix,7/12/18,BIRNM Lagoon,9,Sparisoma viride,TP,2,1,2018-07-12T16:28:00Z,8,1.5,27
St. Croix,7/12/18,BIRNM Lagoon,10,Scarus iseri,IP,2,1,2018-07-12T16:28:00Z,14,1.8,19
St. Croix,7/12/18,BIRNM Lagoon,10,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,14,1.8,22
St. Croix,7/12/18,BIRNM Lagoon,10,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,14,1.8,27
St. Croix,7/12/18,BIRNM Lagoon,10,Sparisoma viride,IP,2,1,2018-07-12T16:28:00Z,14,1.8,27
St. Croix,7/12/18,BIRNM Lagoon,11,Sparisoma viride,IP,2,1,2018-07-12T16:28:00Z,17,1.5,25
St. Croix,7/12/18,BIRNM Lagoon,11,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,17,1.5,23
St. Croix,7/12/18,BIRNM Lagoon,11,Sparisoma aurofrenatum,TP,2,1,2018-07-12T16:28:00Z,17,1.5,23
St. Croix,7/12/18,BIRNM Lagoon,11,Sparisoma aurofrenatum,TP,2,1,2018-07-12T16:28:00Z,17,1.5,19
St. Croix,7/12/18,BIRNM Lagoon,11,Sparisoma aurofrenatum,TP,2,1,2018-07-12T16:28:00Z,17,1.5,22
St. Croix,7/12/18,BIRNM Lagoon,12,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,17,1.5,24
St. Croix,7/12/18,BIRNM Lagoon,12,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,17,1.5,22
St. Croix,7/12/18,BIRNM Lagoon,12,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,17,1.5,26
St. Croix,7/12/18,BIRNM Lagoon,12,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,17,1.5,23
St. Croix,7/12/18,BIRNM Lagoon,12,Sparisoma viride,IP,2,1,2018-07-12T16:28:00Z,17,1.5,24
St. Croix,7/12/18,BIRNM Lagoon,12,Sparisoma viride,IP,2,1,2018-07-12T16:28:00Z,17,1.5,26
St. Croix,7/12/18,BIRNM Lagoon,13,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,15,1.8,25
St. Croix,7/12/18,BIRNM Lagoon,13,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,15,1.8,27
St. Croix,7/12/18,BIRNM Lagoon,13,Sparisoma viride,IP,2,1,2018-07-12T16:28:00Z,15,1.8,28
St. Croix,7/12/18,BIRNM Lagoon,13,Scarus vetula,TP,2,1,2018-07-12T16:28:00Z,15,1.8,29
St. Croix,7/12/18,BIRNM Lagoon,13,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,15,1.8,25
St. Croix,7/12/18,BIRNM Lagoon,13,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,15,1.8,26
St. Croix,7/12/18,BIRNM Lagoon,14,Sparisoma viride,TP,2,1,2018-07-12T16:28:00Z,12,2.1,23
St. Croix,7/12/18,BIRNM Lagoon,14,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,12,2.1,25
St. Croix,7/12/18,BIRNM Lagoon,14,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,12,2.1,24
St. Croix,7/12/18,BIRNM Lagoon,14,Scarus vetula,TP,2,1,2018-07-12T16:28:00Z,12,2.1,26
St. Croix,7/12/18,BIRNM Lagoon,15,Sparisoma viride,IP,2,1,2018-07-12T16:28:00Z,18,2.1,25
St. Croix,7/12/18,BIRNM Lagoon,15,Sparisoma viride,TP,2,1,2018-07-12T16:28:00Z,18,2.1,27
St. Croix,7/12/18,BIRNM Lagoon,15,Sparisoma aurofrenatum,IP,2,1,2018-07-12T16:28:00Z,18,2.1,22
St. Croix,7/12/18,BIRNM Lagoon,15,Sparisoma aurofrenatum,IP,2,1,2018-07-12T16:28:00Z,18,2.1,23
St. Croix,7/12/18,BIRNM Lagoon,15,Sparisoma aurofrenatum,IP,2,1,2018-07-12T16:28:00Z,18,2.1,23
St. Croix,7/12/18,BIRNM Lagoon,15,Sparisoma viride,IP,2,1,2018-07-12T16:28:00Z,18,2.1,26
St. Croix,7/12/18,BIRNM Lagoon,15,Sparisoma viride,TP,2,1,2018-07-12T16:28:00Z,18,2.1,30
St. Croix,7/12/18,BIRNM Lagoon,16,Sparisoma aurofrenatum,TP,2,1,2018-07-12T16:28:00Z,20,2.1,24
St. Croix,7/12/18,BIRNM Lagoon,16,Sparisoma viride,IP,2,1,2018-07-12T16:28:00Z,20,2.1,26
St. Croix,7/12/18,BIRNM Lagoon,16,Scarus iseri,IP,2,1,2018-07-12T16:28:00Z,20,2.1,15
St. Croix,7/12/18,BIRNM Lagoon,17,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,13,2.1,26
St. Croix,7/12/18,BIRNM Lagoon,17,Scarus vetula,TP,2,1,2018-07-12T16:28:00Z,13,2.1,29
St. Croix,7/12/18,BIRNM Lagoon,17,Scarus vetula,IP,2,1,2018-07-12T16:28:00Z,13,2.1,22
St. Croix,7/13/18,Long Reef,0,Sparisoma viride,TP,1,1,2018-07-13T09:09:00Z,0,13.4,33
St. Croix,7/13/18,Long Reef,0,Sparisoma aurofrenatum,IP,1,1,2018-07-13T09:09:00Z,0,13.4,20
St. Croix,7/13/18,Long Reef,0,Scarus taeniopterus,IP,1,1,2018-07-13T09:09:00Z,0,13.4,22
St. Croix,7/13/18,Long Reef,1,Sparisoma aurofrenatum,TP,1,1,2018-07-13T09:09:00Z,3,13.1,23
St. Croix,7/13/18,Long Reef,2,Scarus taeniopterus,IP,1,1,2018-07-13T09:09:00Z,16,12.8,20
St. Croix,7/13/18,Long Reef,3,Sparisoma aurofrenatum,IP,1,1,2018-07-13T09:09:00Z,16,12.8,22
St. Croix,7/13/18,Long Reef,3,Sparisoma aurofrenatum,TP,1,1,2018-07-13T09:09:00Z,16,12.8,23
St. Croix,7/13/18,Long Reef,3,Scarus taeniopterus,IP,1,1,2018-07-13T09:09:00Z,16,12.8,15
St. Croix,7/13/18,Long Reef,3,Scarus taeniopterus,IP,1,1,2018-07-13T09:09:00Z,16,12.8,16
St. Croix,7/13/18,Long Reef,4,Sparisoma aurofrenatum,TP,1,1,2018-07-13T09:09:00Z,19,13.4,21
St. Croix,7/13/18,Long Reef,4,Sparisoma aurofrenatum,IP,1,1,2018-07-13T09:09:00Z,19,13.4,23
St. Croix,7/13/18,Long Reef,5,Scarus taeniopterus,IP,1,1,2018-07-13T09:09:00Z,17,12.5,18
St. Croix,7/13/18,Long Reef,6,Sparisoma aurofrenatum,IP,1,1,2018-07-13T09:09:00Z,17,13.1,20
St. Croix,7/13/18,Long Reef,7,Scarus taeniopterus,IP,1,1,2018-07-13T09:09:00Z,13,13.1,21
St. Croix,7/13/18,Long Reef,7,Sparisoma chrysopterum,TP,1,1,2018-07-13T09:09:00Z,13,13.1,23
St. Croix,7/13/18,Long Reef,7,Sparisoma viride,TP,1,1,2018-07-13T09:09:00Z,13,13.1,25
St. Croix,7/13/18,Long Reef,9,Sparisoma aurofrenatum,IP,1,1,2018-07-13T09:09:00Z,26,13.1,19
St. Croix,7/13/18,Long Reef,9,Scarus taeniopterus,IP,1,1,2018-07-13T09:09:00Z,26,13.1,15
St. Croix,7/13/18,Long Reef,10,Sparisoma aurofrenatum,TP,1,1,2018-07-13T09:09:00Z,12,12.5,21
St. Croix,7/13/18,Long Reef,11,Sparisoma aurofrenatum,IP,1,1,2018-07-13T09:09:00Z,12,13.7,23
St. Croix,7/13/18,Long Reef,11,Sparisoma aurofrenatum,IP,1,1,2018-07-13T09:09:00Z,12,13.7,18
St. Croix,7/13/18,Long Reef,12,Sparisoma aurofrenatum,TP,1,1,2018-07-13T09:09:00Z,14,14.3,21
St. Croix,7/13/18,Long Reef,12,Scarus taeniopterus,TP,1,1,2018-07-13T09:09:00Z,14,14.3,23
St. Croix,7/13/18,Long Reef,13,Sparisoma aurofrenatum,IP,1,1,2018-07-13T09:09:00Z,17,13.7,16
St. Croix,7/13/18,Long Reef,13,Scarus taeniopterus,IP,1,1,2018-07-13T09:09:00Z,17,13.7,17
St. Croix,7/13/18,Long Reef,14,Scarus taeniopterus,IP,1,1,2018-07-13T09:09:00Z,17,13.4,16
St. Croix,7/13/18,Long Reef,14,Scarus taeniopterus,TP,1,1,2018-07-13T09:09:00Z,17,13.4,22
St. Croix,7/13/18,Long Reef,15,Sparisoma viride,IP,1,1,2018-07-13T09:09:00Z,14,13.1,23
St. Croix,7/13/18,Long Reef,15,Scarus iseri,TP,1,1,2018-07-13T09:09:00Z,14,13.1,15
St. Croix,7/13/18,Long Reef,15,Sparisoma aurofrenatum,TP,1,1,2018-07-13T09:09:00Z,14,13.1,22
St. Croix,7/13/18,Long Reef,16,Sparisoma aurofrenatum,IP,1,1,2018-07-13T09:09:00Z,17,12.2,18
St. Croix,7/13/18,Long Reef,17,Scarus taeniopterus,TP,1,1,2018-07-13T09:09:00Z,14,13.7,25
St. Croix,7/13/18,Long Reef,18,Scarus taeniopterus,TP,1,1,2018-07-13T09:09:00Z,16,13.7,24
St. Croix,7/13/18,Long Reef,19,Scarus taeniopterus,IP,1,1,2018-07-13T09:09:00Z,16,12.2,20
St. Croix,7/13/18,Long Reef,19,Scarus taeniopterus,IP,1,1,2018-07-13T09:09:00Z,16,12.2,15
St. Croix,7/13/18,Long Reef,19,Scarus iseri,TP,1,1,2018-07-13T09:09:00Z,16,12.2,16
St. Croix,7/13/18,Long Reef,20,Sparisoma aurofrenatum,IP,1,1,2018-07-13T09:09:00Z,18,12.2,22
St. Croix,7/13/18,Long Reef,20,Scarus taeniopterus,IP,1,1,2018-07-13T09:09:00Z,18,12.2,18
St. Croix,7/13/18,Long Reef,20,Scarus taeniopterus,IP,1,1,2018-07-13T09:09:00Z,18,12.2,20
St. Croix,7/13/18,Long Reef,21,Sparisoma aurofrenatum,IP,1,1,2018-07-13T09:09:00Z,19,11,22
St. Croix,7/13/18,Long Reef,21,Scarus taeniopterus,IP,1,1,2018-07-13T09:09:00Z,19,11,17
St. Croix,7/13/18,Long Reef,21,Scarus taeniopterus,IP,1,1,2018-07-13T09:09:00Z,19,11,19
St. Croix,7/13/18,Long Reef,22,Scarus iseri,TP,1,1,2018-07-13T09:09:00Z,15,12.2,17
St. Croix,7/13/18,Long Reef,22,Scarus taeniopterus,TP,1,1,2018-07-13T09:09:00Z,15,12.2,25
St. Croix,7/13/18,Long Reef,22,Sparisoma aurofrenatum,TP,1,1,2018-07-13T09:09:00Z,15,12.2,23
St. Croix,7/13/18,Long Reef,22,Scarus taeniopterus,TP,1,1,2018-07-13T09:09:00Z,15,12.2,25
St. Croix,7/13/18,Long Reef,22,Scarus vetula,TP,1,1,2018-07-13T09:09:00Z,15,12.2,28
St. Croix,7/13/18,Long Reef,0,Scarus taeniopterus,IP,2,1,2018-07-13T09:36:00Z,0,9.8,15
St. Croix,7/13/18,Long Reef,0,Sparisoma aurofrenatum,IP,2,1,2018-07-13T09:36:00Z,0,9.8,17
St. Croix,7/13/18,Long Reef,1,Sparisoma viride,TP,2,1,2018-07-13T09:36:00Z,22,11,31
St. Croix,7/13/18,Long Reef,1,Sparisoma viride,IP,2,1,2018-07-13T09:36:00Z,22,11,26
St. Croix,7/13/18,Long Reef,1,Sparisoma aurofrenatum,IP,2,1,2018-07-13T09:36:00Z,22,11,21
St. Croix,7/13/18,Long Reef,2,Scarus taeniopterus,IP,2,1,2018-07-13T09:36:00Z,17,10.4,19
St. Croix,7/13/18,Long Reef,2,Scarus iseri,IP,2,1,2018-07-13T09:36:00Z,17,10.4,15
St. Croix,7/13/18,Long Reef,2,Scarus iseri,IP,2,1,2018-07-13T09:36:00Z,17,10.4,16
St. Croix,7/13/18,Long Reef,4,Scarus taeniopterus,IP,2,1,2018-07-13T09:36:00Z,38,11.6,20
St. Croix,7/13/18,Long Reef,4,Scarus taeniopterus,IP,2,1,2018-07-13T09:36:00Z,38,11.6,22
St. Croix,7/13/18,Long Reef,4,Sparisoma viride,IP,2,1,2018-07-13T09:36:00Z,38,11.6,28
St. Croix,7/13/18,Long Reef,4,Sparisoma aurofrenatum,TP,2,1,2018-07-13T09:36:00Z,38,11.6,22
St. Croix,7/13/18,Long Reef,5,Sparisoma viride,IP,2,1,2018-07-13T09:36:00Z,15,10.4,15
St. Croix,7/13/18,Long Reef,5,Sparisoma viride,IP,2,1,2018-07-13T09:36:00Z,15,10.4,17
