Entry,Date,Location,Observer,Time start,Species,Phase,Fork length,Group size,DepthMin,DepthMax,Minute,Substrate,Food_specific,Bites,Notes
5853,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,16,out of sight,out of sight,,
5854,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,17,pavement,tas,1,
5855,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,17,pavement,tas,1,
5856,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,18,pavement,tas,2,
5857,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,18,pavement,tas,1,
5858,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,18,pavement,tas,1,
5859,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,18,pavement,tas,1,
5860,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,19,pavement,tas,1,
5861,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,19,pavement,tas,1,
5862,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,19,pavement,tas,1,
5863,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,19,pavement,tas,1,
5864,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,19,pavement,tas,3,
5865,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,19,pavement,tas,2,
5866,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,20,pavement,tas,4,
5867,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,20,pavement,tas,1,
5868,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,20,pavement,tas,1,
5869,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,20,pavement,tas,1,
5870,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,20,pavement,tas,1,
5871,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,20,pavement,tas,1,
5872,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,20,pavement,tas,1,
5873,7/19/15,cane bay,MR,10:38:00,sparisoma chrysopterum,IP,26,2,14,18,20,pavement,tas,1,
5874,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,1,pavement,tas,2,
5875,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,1,pavement,tas,1,
5876,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,1,pavement,tas,1,
5877,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,1,sponge,turf,1,
5878,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,2,pavement,tas,1,
5879,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,2,pavement,tas,1,
5880,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,2,pavement,tas,1,
5881,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,2,pavement,turf,1,
5882,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,3,pavement,tas,1,
5883,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,3,pavement,tas,1,
5884,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,3,sand,tas,1,
5885,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,4,pavement,tas,1,
5886,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,5,rubble,turf,1,
5887,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,5,rubble,turf,1,
5888,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,5,sand,cyanobacteria,1,
5889,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,6,dead coral,turf,1,
5890,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,6,dead coral,turf,1,
5891,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,6,dead coral,turf,1,
5892,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,6,boulder,turf,1,
5893,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,6,boulder,turf,1,
5894,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,7,pavement,turf,1,
5895,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,7,pavement,turf,1,
5896,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,7,pavement,tas,1,
5897,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,8,pavement,turf,1,
5898,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,8,pavement,tas,1,
5899,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,10,pavement,tas,1,group size increase to >20
5900,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,10,pavement,turf,1,group size increase to >20
5901,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,11,dead coral,tas,1,group size increase to >20
5902,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,11,dead coral,turf,2,group size increase to >20
5903,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,11,pavement,tas,1,group size increase to >20
5904,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,11,pavement,tas,1,group size increase to >20
5905,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,12,pavement,tas,2,group size increase to >20
5906,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,12,pavement,tas,1,group size increase to >20
5907,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,12,pavement,tas,1,group size increase to >20
5908,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,12,pavement,tas,1,group size increase to >20
5909,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,12,pavement,tas,1,group size increase to >20
5910,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,13,pavement,tas,1,group size increase to >20
5911,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,13,boulder,tas,1,group size increase to >20
5912,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,13,boulder,turf,1,group size increase to >20
5913,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,13,boulder,turf,1,group size increase to >20
5914,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,13,boulder,turf,1,group size increase to >20
5915,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,13,sand,cyanobacteria,1,group size increase to >20
5916,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,14,pavement,tas,1,group size increase to >20
5917,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,14,pavement,tas,1,group size increase to >20
5918,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,14,pavement,tas,1,group size increase to >20
5919,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,14,pavement,tas,1,group size increase to >20
5920,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,14,pavement,tas,1,group size increase to >20
5921,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,14,pavement,tas,1,group size increase to >20
5922,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,14,pavement,tas,1,group size increase to >20
5923,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,14,pavement,tas,1,group size increase to >20
5924,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,14,pavement,tas,1,group size increase to >20
5925,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,14,pavement,tas,1,group size increase to >20
5926,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,14,pavement,tas,1,group size increase to >20
5927,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,14,pavement,tas,1,group size increase to >20
5928,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,14,pavement,tas,1,group size increase to >20
5929,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,15,pavement,tas,1,
5930,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,15,pavement,tas,1,
5931,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,15,pavement,tas,1,
5932,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,15,pavement,tas,1,
5933,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,15,pavement,tas,1,
5934,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,15,pavement,tas,1,
5935,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,15,pavement,tas,1,
5936,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,16,pavement,tas,2,
5937,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,17,pavement,tas,1,
5938,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,17,pavement,tas,1,
5939,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,17,pavement,tas,1,
5940,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,17,boulder,tas,1,
5941,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,18,pavement,turf,1,
5942,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,18,pavement,turf,1,group size increase to >20
5943,7/19/15,cane bay,MR,11:57:00,sparisoma chrysopterum,IP,28,3,9,17,18,pavement,tas,1,remora?
5944,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,1,pavement,tas,1,
5945,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,1,pavement,tas,1,
5946,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,1,pavement,tas,1,
5947,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,1,pavement,tas,1,
5948,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,1,pavement,tas,1,
5949,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,1,pavement,tas,1,
5950,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,2,pavement,tas,1,
5951,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,2,pavement,tas,1,
5952,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,2,pavement,tas,1,
5953,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,2,pavement,tas,1,
5954,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,3,pavement,tas,1,
5955,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,3,pavement,tas,1,
5956,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,3,pavement,tas,1,
5957,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,3,pavement,tas,1,
5958,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,3,pavement,tas,1,
5959,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,3,pavement,tas,1,
5960,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,3,pavement,tas,1,
5961,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,4,pavement,tas,1,
5962,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,4,pavement,tas,1,
5963,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,4,pavement,tas,1,
5964,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,4,pavement,tas,1,
5965,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,5,pavement,turf,1,
5966,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,5,boulder,turf,1,
5967,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,5,boulder,turf,1,
5968,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,6,pavement,tas,1,
5969,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,6,pavement,tas,1,
5970,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,6,pavement,tas,1,
5971,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,6,pavement,tas,1,
5972,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,6,pavement,tas,1,
5973,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,6,pavement,tas,1,
5974,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,6,pavement,tas,1,
5975,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,6,pavement,tas,1,
5976,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,7,pavement,tas,1,
5977,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,7,pavement,tas,1,
5978,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,7,pavement,tas,1,
5979,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,7,pavement,tas,1,
5980,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,8,pavement,tas,1,
5981,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,8,pavement,tas,1,
5982,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,8,pavement,tas,1,
5983,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,8,pavement,tas,1,
5984,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,8,pavement,tas,1,
5985,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,8,pavement,tas,1,
5986,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,8,pavement,tas,1,
5987,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,8,pavement,tas,1,
5988,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,8,pavement,tas,1,
5989,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,8,pavement,tas,1,
5990,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,9,pavement,tas,1,
5991,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,9,pavement,tas,1,
5992,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,9,pavement,tas,1,
5993,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,10,pavement,tas,1,
5994,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,10,pavement,tas,1,
5995,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,10,pavement,tas,1,
5996,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,11,pavement,tas,1,
5997,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,11,pavement,tas,1,
5998,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,11,pavement,tas,1,
5999,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,12,pavement,tas,1,
6000,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,12,pavement,tas,1,
6001,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,12,pavement,tas,1,
6002,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,12,pavement,tas,1,
6003,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,12,pavement,tas,1,
6004,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,12,pavement,tas,1,
6005,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,12,pavement,tas,1,
6006,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,13,pavement,tas,1,
6007,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,13,pavement,tas,1,
6008,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,13,pavement,tas,1,
6009,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,13,pavement,tas,1,
6010,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,14,pavement,tas,1,
6011,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,14,pavement,tas,1,
6012,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,14,pavement,tas,1,
6013,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,14,pavement,tas,1,
6014,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,14,pavement,tas,1,
6015,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,15,pavement,tas,1,
6016,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,15,pavement,tas,1,
6017,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,15,pavement,tas,1,
6018,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,15,pavement,tas,1,
6019,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,15,pavement,tas,1,
6020,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,15,pavement,tas,1,
6021,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,15,pavement,tas,1,
6022,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,15,pavement,tas,1,
6023,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,15,pavement,tas,1,
6024,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,16,pavement,tas,1,
6025,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,16,pavement,tas,1,
6026,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,16,pavement,tas,1,
6027,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,16,pavement,tas,1,
6028,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,16,pavement,tas,1,
6029,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,16,boulder,turf,1,
6030,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,16,boulder,turf,1,
6031,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,17,boulder,turf,2,
6032,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,17,rubble,tas,1,
6033,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,17,sand,tas,1,
6034,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,18,pavement,tas,1,
6035,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,18,pavement,tas,1,
6036,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,18,boulder,turf,1,
6037,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,19,pavement,tas,1,
6038,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,19,pavement,tas,1,
6039,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,19,pavement,tas,1,
6040,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,19,pavement,tas,1,
6041,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,19,pavement,tas,1,
6042,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,19,pavement,tas,1,
6043,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,19,pavement,tas,1,
6044,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,20,boulder,tas,3,
6045,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,20,boulder,tas,1,
6046,7/19/15,cane bay,MR,12:34:00,sparisoma chrysopterum,IP,25,1,13,18,20,boulder,tas,1,
6047,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,1,pavement,tas,1,
6048,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,1,pavement,tas,1,
6049,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,1,pavement,tas,1,
6050,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,1,pavement,tas,1,
6051,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,1,pavement,tas,1,
6052,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,1,pavement,tas,1,
6053,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,1,pavement,tas,1,
6054,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,1,pavement,tas,1,
6055,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,1,boulder,turf,1,
6056,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,1,boulder,turf,1,
6057,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,1,boulder,tas,1,
6058,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,2,dead coral,tas,3,
6059,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,2,dead coral,tas,2,
6060,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,2,dead coral,tas,1,
6061,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,2,pavement,tas,1,
6062,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,2,pavement,tas,1,
6063,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,2,pavement,tas,1,
6064,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,2,pavement,tas,1,
6065,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,3,pavement,tas,1,
6066,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,3,pavement,tas,1,
6067,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,3,pavement,tas,1,
6068,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,3,pavement,tas,1,
6069,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,3,pavement,tas,1,
6070,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,3,pavement,tas,1,
6071,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,3,pavement,tas,1,
6072,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,4,pavement,tas,1,
6073,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,4,pavement,tas,1,
6074,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,4,pavement,tas,1,
6075,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,4,boulder,tas,3,
6076,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,5,dead coral,turf,1,
6077,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,5,dead coral,turf,1,
6078,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,5,pavement,tas,1,
6079,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,5,pavement,tas,1,
6080,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,5,pavement,tas,1,
6081,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,5,pavement,tas,1,
6082,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,5,pavement,tas,1,
6083,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,5,pavement,tas,1,
6084,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,5,pavement,tas,1,
6085,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,6,dead coral,tas,1,group size increase >20
6086,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,6,pavement,tas,1,
6087,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,6,pavement,tas,1,
